"ITEX_name","GBIF_name","SCIENTIFIC_NAME","AUTHOR","STATUS","FAMILY","ACCEPTED_SPECIES","ACCEPTED_AUTHOR","n_sci","one_is_acc","all_unresolved","just_one_syn","one_is_un","non_vasc_typo","SPECIES_NAME","n_occ","N_all","N_bor_tund","N_tund"
"Cerastium purpurascens","Cerastium purpurascens","Cerastium purpurascens","Adams","Accepted","Caryophyllaceae","Cerastium purpurascens","Adams",2,TRUE,FALSE,FALSE,FALSE,FALSE,"Cerastium purpurascens",145,NA,NA,NA
"Cerastium purpurascens","Cerastium purpurascens","Cerastium purpurascens","Fenzl","Synonym","Caryophyllaceae","Arenaria purpurascens","Ramond ex DC.",2,TRUE,FALSE,FALSE,FALSE,FALSE,"Cerastium purpurascens",145,NA,NA,NA
"Cerastium regelii","Cerastium regelii","Cerastium gorodkovianum","Schischk.","Synonym","Caryophyllaceae","Cerastium regelii","Ostenf.",1,FALSE,FALSE,TRUE,FALSE,FALSE,"Cerastium regelii",2406,1140,1111,940
"Cerastium regelii","Cerastium regelii","Cerastium regelii","Ostenf.","Accepted","Caryophyllaceae","Cerastium regelii","Ostenf.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Cerastium regelii",2406,1140,1111,940
"Ceratodon purpureus","Ceratodon purpureus","Ceratodon purpureus","(Hedw.) Brid.","Accepted","Ditrichaceae","Ceratodon purpureus","(Hedw.) Brid.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Ceratodon purpureus",126602,6678,222,67
"Chaerophyllum eriopodum","Chaerophyllum eriopodum","Oreomyrrhis eriopoda","(DC.) Hook. f.","Synonym","Apiaceae","Chaerophyllum eriopodum","(DC.) K.F.Chung",1,FALSE,FALSE,TRUE,FALSE,FALSE,"Chaerophyllum eriopodum",5646,3167,382,145
"Chamorchis alpina","Chamorchis alpina","Chamorchis alpina","(L.) Rich.","Accepted","Orchidaceae","Chamorchis alpina","(L.) Rich.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Chamorchis alpina",12435,2733,2415,1736
"Chiloscyphus fragilis","Chiloscyphus fragilis","Chiloscyphus fragilis","(Roth) Schiffner","Accepted","Lophocoleaceae","Chiloscyphus fragilis","(Roth) Schiffner",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Chiloscyphus fragilis",127,NA,NA,NA
"Chionophila jamesii","Chionophila jamesii","Chionophila jamesii","Benth.","Accepted","Plantaginaceae","Chionophila jamesii","Benth.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Chionophila jamesii",359,248,245,189
"Chrysosplenium tetrandrum","Chrysosplenium tetrandrum","Chrysosplenium tetrandrum","(N.Lund) Th.Fr.","Accepted","Saxifragaceae","Chrysosplenium tetrandrum","(N.Lund) Th.Fr.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Chrysosplenium tetrandrum",3012,1705,1586,634
"Cinclidium latifolium","Cinclidium latifolium","Cinclidium latifolium","Lindb.","Accepted","Mniaceae","Cinclidium latifolium","Lindb.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Cinclidium latifolium",634,257,247,212
"Cinclidium subrotundum","Cinclidium subrotundum","Cinclidium subrotundum","Lindb.","Accepted","Mniaceae","Cinclidium subrotundum","Lindb.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Cinclidium subrotundum",1938,962,877,222
"Cinna latifolia","Cinna latifolia","Cinna latifolia","(Trevir.) Griseb.","Accepted","Poaceae","Cinna latifolia","(Trevir.) Griseb.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Cinna latifolia",9028,3821,527,43
"Cirriphyllum cirrosum","Cirriphyllum cirrosum","Cirriphyllum cirrosum","(Schwägr.) Grout","Accepted","Brachytheciaceae","Cirriphyllum cirrosum","(Schwägr.) Grout",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Cirriphyllum cirrosum",628,334,256,178
"Cirsium helenioides","Cirsium helenioides","Cirsium helenioides","(L.) Hill","Accepted","Compositae","Cirsium helenioides","(L.) Hill",2,TRUE,FALSE,FALSE,FALSE,FALSE,"Cirsium helenioides",8684,5018,1133,242
"Cirsium helenioides","Cirsium helenioides","Cirsium helenioides","All.","Synonym","Compositae","Cirsium helenioides","(L.) Hill",2,TRUE,FALSE,FALSE,FALSE,FALSE,"Cirsium helenioides",8684,5018,1133,242
"Cirsium spinosissimum","Cirsium spinosissimum","Cirsium spinosissimum","(L.) Scop.","Accepted","Compositae","Cirsium spinosissimum","(L.) Scop.",2,TRUE,FALSE,FALSE,TRUE,FALSE,"Cirsium spinosissimum",27704,4357,3774,3415
"Cirsium spinosissimum","Cirsium spinosissimum","Cirsium spinosissimum","(Walter) B.L.Rob. & Fernald","Unresolved","Compositae","Cirsium spinosissimum","(Walter) B.L.Rob. & Fernald",2,TRUE,FALSE,FALSE,TRUE,FALSE,"Cirsium spinosissimum",27704,4357,3774,3415
"Claytonia sarmentosa","Claytonia sarmentosa","Montia sarmentosa","(C.A. Mey.) B.L. Rob.","Synonym","Montiaceae","Claytonia sarmentosa","C.A.Mey.",1,FALSE,FALSE,TRUE,FALSE,FALSE,"Claytonia sarmentosa",753,540,531,424
"Claytonia sibirica","Claytonia sibirica","Claytonia sibirica","L.","Accepted","Montiaceae","Claytonia sibirica","L.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Claytonia sibirica",39599,4456,77,11
"Climacium dendroides","Climacium dendroides","Climacium dendroides","(Hedw.) F. Weber & D. Mohr","Accepted","Climaciaceae","Climacium dendroides","(Hedw.) F. Weber & D. Mohr",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Climacium dendroides",50036,6794,516,94
"Cochlearia groenlandica","Cochlearia groenlandica","Cochlearia groenlandica","L.","Accepted","Brassicaceae","Cochlearia groenlandica","L.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Cochlearia groenlandica",6108,1515,1350,1175
"Cochlearia officinalis","Cochlearia officinalis","Cochlearia officinalis","L.","Accepted","Brassicaceae","Cochlearia officinalis","L.",2,TRUE,FALSE,FALSE,FALSE,FALSE,"Cochlearia officinalis",31554,4257,369,122
"Cochlearia officinalis","Cochlearia officinalis","Cochlearia officinalis","Lapeyr.","Synonym","Brassicaceae","Cochlearia pyrenaica","DC.",2,TRUE,FALSE,FALSE,FALSE,FALSE,"Cochlearia officinalis",31554,4257,369,122
"Codriophorus fascicularis","Codriophorus fascicularis","Racomitrium fasciculare","(Hedw.) Brid.","Synonym","Grimmiaceae","Codriophorus fascicularis","(Hedw.) Bednarek-Ochyra & Ochyra",1,FALSE,FALSE,TRUE,FALSE,FALSE,"Codriophorus fascicularis",211,118,53,32
"Colobanthus affinis","Colobanthus affinis","Colobanthus affinis","(Hook.) Hook.f.","Accepted","Caryophyllaceae","Colobanthus affinis","(Hook.) Hook.f.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Colobanthus affinis",534,308,219,132
"Colobanthus quitensis","Colobanthus quitensis","Colobanthus quitensis","(Kunth) Bartl.","Accepted","Caryophyllaceae","Colobanthus quitensis","(Kunth) Bartl.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Colobanthus quitensis",1022,277,259,250
"Colpodium ponticum","Colpodium ponticum","Hyalopoa pontica","(Balansa) Tzvelev","Synonym","Poaceae","Colpodium ponticum","(Balansa) Woronow",1,FALSE,FALSE,TRUE,FALSE,FALSE,"Colpodium ponticum",4,NA,NA,NA
"Colpodium variegatum","Colpodium variegatum","Catabrosella variegata","(Boiss.) Tzvelev","Synonym","Poaceae","Colpodium variegatum","(Boiss.) Boiss. ex Griseb.",1,FALSE,FALSE,TRUE,FALSE,FALSE,"Colpodium variegatum",10,NA,NA,NA
"Comarum palustre","Comarum palustre","Comarum palustre","L.","Accepted","Rosaceae","Comarum palustre","L.",2,TRUE,FALSE,FALSE,TRUE,FALSE,"Comarum palustre",312736,6365,1046,121
"Comarum palustre","Comarum palustre","Comarum palustre","auct. americ.","Unresolved","Rosaceae","Comarum palustre","auct. americ.",2,TRUE,FALSE,FALSE,TRUE,FALSE,"Comarum palustre",312736,6365,1046,121
"Comarum palustre","Comarum palustre","Potentilla palustris","(L.) Lehm.","Unresolved","Rosaceae","Comarum palustre","L.",2,FALSE,FALSE,FALSE,TRUE,FALSE,"Comarum palustre",312736,6365,1046,121
"Comarum palustre","Comarum palustre","Potentilla palustris","(L.) Scop.","Synonym","Rosaceae","Comarum palustre","L.",2,FALSE,FALSE,FALSE,TRUE,FALSE,"Comarum palustre",312736,6365,1046,121
"Comastoma tenellum","Comastoma tenellum","Gentianella tenella","(Rottb.) Harry Sm.","Synonym","Gentianaceae","Comastoma tenellum","(Rottb.) Toyok.",2,FALSE,FALSE,FALSE,FALSE,FALSE,"Comastoma tenellum",8925,3234,2858,2046
"Comastoma tenellum","Comastoma tenellum","Gentianella tenella","(Rottb.) Börner","Synonym","Gentianaceae","Comastoma tenellum","(Rottb.) Toyok.",2,FALSE,FALSE,FALSE,FALSE,FALSE,"Comastoma tenellum",8925,3234,2858,2046
"Conostomum tetragonum","Conostomum tetragonum","Conostomum tetragonum","(Hedw.) Lindb.","Accepted","Bartramiaceae","Conostomum tetragonum","(Hedw.) Lindb.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Conostomum tetragonum",4097,2283,2053,1246
"Coptidium lapponicum","Coptidium lapponicum","Ranunculus lapponicus","L.","Synonym","Ranunculaceae","Coptidium lapponicum","(L.) Gand. ex Rydb.",1,FALSE,FALSE,TRUE,FALSE,FALSE,"Coptidium lapponicum",12078,4966,4199,183
"Coptidium pallasii","Coptidium pallasii","Coptidium pallasii","(Schltdl.) Tzvelev","Accepted","Ranunculaceae","Coptidium pallasii","(Schltdl.) Tzvelev",2,TRUE,FALSE,FALSE,FALSE,FALSE,"Coptidium pallasii",936,442,428,364
"Coptidium pallasii","Coptidium pallasii","Coptidium pallasii","Á. Löve & D. Löve","Synonym","Ranunculaceae","Coptidium pallasii","(Schltdl.) Tzvelev",2,TRUE,FALSE,FALSE,FALSE,FALSE,"Coptidium pallasii",936,442,428,364
"Coptidium pallasii","Coptidium pallasii","Ranunculus pallasii","Schltdl.","Synonym","Ranunculaceae","Coptidium pallasii","(Schltdl.) Tzvelev",1,FALSE,FALSE,TRUE,FALSE,FALSE,"Coptidium pallasii",936,442,428,364
"Corydalis conorhiza","Corydalis conorhiza","Corydalis conorhiza","Ledeb.","Accepted","Papaveraceae","Corydalis conorhiza","Ledeb.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Corydalis conorhiza",174,NA,NA,NA
"Craspedia coolaminica","Craspedia coolaminica","Craspedia coolaminica","J.Everett & Joy Thomps.","Accepted","Compositae","Craspedia coolaminica","J.Everett & Joy Thomps.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Craspedia coolaminica",9,NA,NA,NA
"Craspedia jamesii","Craspedia aurantia var. jamesii","Craspedia jamesii","J.Everett & Joy Thomps.","Accepted","Compositae","Craspedia jamesii","J.Everett & Joy Thomps.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Craspedia jamesii",0,391,67,3
"Crepis coreana","Crepis coreana","Crepis coreana","(Nakai) H.S.Pak","Accepted","Compositae","Crepis coreana","(Nakai) H.S.Pak",2,TRUE,FALSE,FALSE,TRUE,FALSE,"Crepis coreana",111,NA,NA,NA
"Crepis coreana","Crepis coreana","Crepis coreana","(Nakai) Sennikov","Unresolved","Compositae","Crepis coreana","(Nakai) Sennikov",2,TRUE,FALSE,FALSE,TRUE,FALSE,"Crepis coreana",111,NA,NA,NA
"Crepis paludosa","Crepis paludosa","Crepis paludosa","(L.) Moench","Accepted","Compositae","Crepis paludosa","(L.) Moench",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Crepis paludosa",154950,6364,1397,164
"Cymopterus alpinus","Cymopterus alpinus","Cymopterus alpinus","A.Gray","Accepted","Apiaceae","Cymopterus alpinus","A.Gray",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Cymopterus alpinus",111,NA,NA,NA
"Cymopterus alpinus","Cymopterus alpinus","Oreoxis alpina","(A. Gray) J.M. Coult. & Rose","Synonym","Apiaceae","Cymopterus alpinus","A.Gray",1,FALSE,FALSE,TRUE,FALSE,FALSE,"Cymopterus alpinus",111,NA,NA,NA
"Cynodontium strumiferum","Cynodontium strumiferum","Cynodontium strumiferum","(Hedw.) Lindb.","Accepted","Dicranaceae","Cynodontium strumiferum","(Hedw.) Lindb.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Cynodontium strumiferum",6012,4197,898,253
"Cyrtomnium hymenophyllum","Cyrtomnium hymenophyllum","Cyrtomnium hymenophyllum","(Bruch & Schimp.) Holmen","Accepted","Mniaceae","Cyrtomnium hymenophyllum","(Bruch & Schimp.) Holmen",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Cyrtomnium hymenophyllum",1352,614,588,418
"Dactylorhiza viridis","Dactylorhiza viridis","Coeloglossum viride","(L.) Hartm.","Synonym","Orchidaceae","Dactylorhiza viridis","(L.) R.M.Bateman, Pridgeon & M.W.Chase",1,FALSE,FALSE,TRUE,FALSE,FALSE,"Dactylorhiza viridis",91226,5717,3520,1862
"Dactylorhiza viridis","Dactylorhiza viridis","Dactylorhiza viridis","(L.) R.M.Bateman, Pridgeon & M.W.Chase","Accepted","Orchidaceae","Dactylorhiza viridis","(L.) R.M.Bateman, Pridgeon & M.W.Chase",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Dactylorhiza viridis",91226,5717,3520,1862
"Dasiphora fruticosa","Dasiphora fruticosa","Potentilla fruticosa","auct.","Unresolved","Rosaceae","Potentilla fruticosa","auct.",3,FALSE,FALSE,FALSE,TRUE,FALSE,"Dasiphora fruticosa",59841,6651,2078,544
"Dasiphora fruticosa","Dasiphora fruticosa","Potentilla fruticosa","Hook.f.","Unresolved","Rosaceae","Potentilla fruticosa","Hook.f.",3,FALSE,FALSE,FALSE,TRUE,FALSE,"Dasiphora fruticosa",59841,6651,2078,544
"Dasiphora fruticosa","Dasiphora fruticosa","Potentilla fruticosa","L.","Synonym","Rosaceae","Dasiphora fruticosa","(L.) Rydb.",3,FALSE,FALSE,FALSE,TRUE,FALSE,"Dasiphora fruticosa",59841,6651,2078,544
"Dendranthema oreastrum","Dendranthema oreastrum","Dendranthema oreastrum","(Hance) Ling","Accepted","Compositae","Dendranthema oreastrum","(Hance) Ling",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Dendranthema oreastrum",77,NA,NA,NA
"Deschampsia antarctica","Deschampsia antarctica","Deschampsia antarctica","É.Desv.","Accepted","Poaceae","Deschampsia antarctica","É.Desv.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Deschampsia antarctica",805,242,227,225
"Deschampsia atropurpurea","Deschampsia atropurpurea","Deschampsia atropurpurea","(Wahlenb.) Scheele","Accepted","Poaceae","Deschampsia atropurpurea","(Wahlenb.) Scheele",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Deschampsia atropurpurea",366,272,216,79
"Deschampsia cespitosa","Deschampsia cespitosa","Deschampsia alpina","(L.) Roem. & Schult.","Synonym","Poaceae","Deschampsia cespitosa","(L.) P.Beauv.",1,FALSE,FALSE,TRUE,FALSE,FALSE,"Deschampsia cespitosa",787170,6835,1107,287
"Deschampsia cespitosa","Deschampsia cespitosa","Deschampsia cespitosa","(L.) P.Beauv.","Accepted","Poaceae","Deschampsia cespitosa","(L.) P.Beauv.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Deschampsia cespitosa",787170,6835,1107,287
"Deschampsia cespitosa","Deschampsia cespitosa","Deschampsia caespitosa","(L.) P.Beauv.","Synonym","Poaceae","Deschampsia cespitosa","(L.) P.Beauv.",1,FALSE,FALSE,TRUE,FALSE,FALSE,"Deschampsia cespitosa",787170,6835,1107,287
"Deschampsia flexuosa","Deschampsia flexuosa","Avenella flexuosa","(L.) Drejer","Synonym","Poaceae","Deschampsia flexuosa","(L.) Trin.",1,FALSE,FALSE,TRUE,FALSE,FALSE,"Deschampsia flexuosa",232158,3309,90,48
"Deschampsia flexuosa","Deschampsia flexuosa","Deschampsia flexuosa","(L.) Trin.","Accepted","Poaceae","Deschampsia flexuosa","(L.) Trin.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Deschampsia flexuosa",232158,3309,90,48
"Deyeuxia angustifolia","Deyeuxia angustifolia Vickery","Deyeuxia angustifolia","Vickery","Accepted","Poaceae","Deyeuxia angustifolia","Vickery",2,TRUE,FALSE,FALSE,FALSE,FALSE,"Deyeuxia angustifolia",0,NA,NA,NA
"Deyeuxia angustifolia","Deyeuxia angustifolia Vickery","Deyeuxia angustifolia","(Kom.) D.M.Chang","Synonym","Poaceae","Calamagrostis angustifolia","Kom.",2,TRUE,FALSE,FALSE,FALSE,FALSE,"Deyeuxia angustifolia",0,NA,NA,NA
"Dianthus repens","Dianthus repens","Dianthus repens","Willd.","Accepted","Caryophyllaceae","Dianthus repens","Willd.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Dianthus repens",1291,692,537,173
"Diapensia lapponica","Diapensia lapponica","Diapensia lapponica","L.","Accepted","Diapensiaceae","Diapensia lapponica","L.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Diapensia lapponica",12985,5386,4784,2526
"Diapensia lapponica subsp. obovata","Diapensia lapponica subsp. obovata","Diapensia lapponica subsp. obovata","(F.Schmidt) Hultén","Accepted","Diapensiaceae","Diapensia lapponica subsp. obovata","(F.Schmidt) Hultén",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Diapensia lapponica subsp. obovata",404,242,166,83
"Dicranella crispa","Dicranella crispa","Dicranella crispa","(Hedw.) Schimp.","Accepted","Dicranaceae","Dicranella crispa","(Hedw.) Schimp.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Dicranella crispa",1898,961,442,175
"Dicranella subulata","Dicranella subulata","Dicranella subulata","(Hedw.) Schimp.","Accepted","Dicranaceae","Dicranella subulata","(Hedw.) Schimp.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Dicranella subulata",3101,1779,864,420
"Dicranoweisia crispula","Dicranoweisia crispula","Dicranoweisia crispula","(Hedw.) Milde","Accepted","Dicranaceae","Dicranoweisia crispula","(Hedw.) Milde",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Dicranoweisia crispula",4498,2343,1478,822
"Dicranum acutifolium","Dicranum acutifolium","Dicranum acutifolium","(Lindb. & Arnell) C.E.O. Jensen","Accepted","Dicranaceae","Dicranum acutifolium","(Lindb. & Arnell) C.E.O. Jensen",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Dicranum acutifolium",2071,1227,1076,561
"Dicranum brevifolium","Dicranum brevifolium","Dicranum brevifolium","(Lindb.) Lindb.","Accepted","Dicranaceae","Dicranum brevifolium","(Lindb.) Lindb.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Dicranum brevifolium",1150,630,389,184
"Dicranum elongatum","Dicranum elongatum","Dicranum elongatum","Schleich. ex Schwägr.","Accepted","Dicranaceae","Dicranum elongatum","Schleich. ex Schwägr.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Dicranum elongatum",5373,2585,2268,1090
"Dicranum fuscescens","Dicranum fuscescens","Dicranum fuscescens","Turner","Accepted","Dicranaceae","Dicranum fuscescens","Turner",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Dicranum fuscescens",8799,4640,1743,475
"Dicranum fuscescens subsp. congestum","Dicranum fuscescens subsp. congestum","Dicranum fuscescens subsp. congestum","(Brid.) Kindb.","Accepted","Dicranaceae","Dicranum fuscescens subsp. congestum","(Brid.) Kindb.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Dicranum fuscescens subsp. congestum",29,NA,NA,NA
"Dicranum groenlandicum","Dicranum groenlandicum","Dicranum groenlandicum","Brid.","Accepted","Dicranaceae","Dicranum groenlandicum","Brid.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Dicranum groenlandicum",1128,651,549,316
"Dicranum majus","Dicranum majus","Dicranum majus","Turner","Accepted","Dicranaceae","Dicranum majus","Turner",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Dicranum majus",4080,2122,856,277
"Dicranum muehlenbeckii","Dicranum muehlenbeckii","Dicranum muehlenbeckii","Bruch & Schimp.","Accepted","Dicranaceae","Dicranum muehlenbeckii","Bruch & Schimp.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Dicranum muehlenbeckii",1113,619,371,189
"Dicranum scoparium","Dicranum scoparium","Dicranum scoparium","Hedw.","Accepted","Dicranaceae","Dicranum scoparium","Hedw.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Dicranum scoparium",212927,5334,127,26
"Dicranum spadiceum","Dicranum spadiceum","Dicranum spadiceum","J.E. Zetterst.","Accepted","Dicranaceae","Dicranum spadiceum","J.E. Zetterst.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Dicranum spadiceum",4893,2396,2072,1070
"Diphasiastrum alpinum","Diphasiastrum alpinum","Diphasiastrum alpinum","(L.) Holub","Accepted","Lycopodiaceae","Diphasiastrum alpinum","(L.) Holub",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Diphasiastrum alpinum",36416,6429,5242,3326
"Diphasiastrum complanatum","Diphasiastrum complanatum","Diphasiastrum complanatum","(L.) Holub","Accepted","Lycopodiaceae","Diphasiastrum complanatum","(L.) Holub",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Diphasiastrum complanatum",36692,6884,3109,110
"Distichium capillaceum","Distichium capillaceum","Distichium capillaceum","(Hedw.) Bruch & Schimp.","Accepted","Ditrichaceae","Distichium capillaceum","(Hedw.) Bruch & Schimp.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Distichium capillaceum",16294,5483,2861,1438
"Distichium inclinatum","Distichium inclinatum","Distichium inclinatum","(Hedw.) Bruch & Schimp.","Accepted","Ditrichaceae","Distichium inclinatum","(Hedw.) Bruch & Schimp.",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Distichium inclinatum",2863,1524,888,532
"Ditrichum flexicaule","Ditrichum flexicaule","Ditrichum flexicaule","(Schwägr.) Hampe","Accepted","Ditrichaceae","Ditrichum flexicaule","(Schwägr.) Hampe",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Ditrichum flexicaule",8091,3568,1393,793
"Draba aizoides","Draba aizoides","Draba aizoides","L.","Accepted","Brassicaceae","Draba aizoides","L.",4,TRUE,FALSE,FALSE,FALSE,FALSE,"Draba aizoides",25325,3246,1687,1127
"Draba aizoides","Draba aizoides","Draba aizoides","Curtis","Synonym","Brassicaceae","Draba brachystemon","DC.",4,TRUE,FALSE,FALSE,FALSE,FALSE,"Draba aizoides",25325,3246,1687,1127
"Draba aizoides","Draba aizoides","Draba aizoides","Sm.","Synonym","Brassicaceae","Draba bruniifolia subsp. olympica","(DC.) Coode & Cullen",4,TRUE,FALSE,FALSE,FALSE,FALSE,"Draba aizoides",25325,3246,1687,1127
"Draba aizoides","Draba aizoides","Draba aizoides","Cav.","Synonym","Brassicaceae","Draba hispanica","Boiss.",4,TRUE,FALSE,FALSE,FALSE,FALSE,"Draba aizoides",25325,3246,1687,1127
"Draba alpina","Draba alpina","Draba alpina","L.","Accepted","Brassicaceae","Draba alpina","L.",4,TRUE,FALSE,FALSE,FALSE,FALSE,"Draba alpina",3829,1881,1861,1752
"Draba alpina","Draba alpina","Draba alpina","Crantz","Synonym","Brassicaceae","Draba aizoides","L.",4,TRUE,FALSE,FALSE,FALSE,FALSE,"Draba alpina",3829,1881,1861,1752
"Draba alpina","Draba alpina","Draba alpina","Asso","Misapplied","Brassicaceae","Draba hispanica","Boiss.",4,TRUE,FALSE,FALSE,FALSE,FALSE,"Draba alpina",3829,1881,1861,1752
"Draba alpina","Draba alpina","Draba alpina","Baumg.","Synonym","Brassicaceae","Hornungia alpina","(L.) O.Appel",4,TRUE,FALSE,FALSE,FALSE,FALSE,"Draba alpina",3829,1881,1861,1752
"Draba aurea","Draba aurea","Draba aurea","Vahl ex Hornem.","Accepted","Brassicaceae","Draba aurea","Vahl ex Hornem.",2,TRUE,FALSE,FALSE,FALSE,FALSE,"Draba aurea",1376,1017,838,405
"Draba aurea","Draba aurea","Draba aurea","K.Koch","Synonym","Brassicaceae","Draba bruniifolia subsp. olympica","(DC.) Coode & Cullen",2,TRUE,FALSE,FALSE,FALSE,FALSE,"Draba aurea",1376,1017,838,405
"Draba breweri","Draba breweri","Draba breweri","S.Watson","Accepted","Brassicaceae","Draba breweri","S.Watson",1,TRUE,FALSE,FALSE,FALSE,FALSE,"Draba breweri",263,181,174,33
"Draba corymbosa","Draba corymbosa","Draba corymbosa","R.Br. ex DC.","Accepted","Brassicaceae","Draba corymbosa","R.Br. ex DC.",2,TRUE,FALSE,FALSE,FALSE,FALSE,"Draba corymbosa",2097,1205,1200,1177
"Draba corymbosa","Draba corymbosa","Draba corymbosa","Fr. ex Lange","Synonym","Brassicaceae","Draba hirta","L.",2,TRUE,FALSE,FALSE,FALSE,FALSE,"Draba corymbosa",2097,1205,1200,1177
