"GBIF_name" "SCIENTIFIC_NAME" "AUTHOR" "STATUS" "FAMILY" "ACCEPTED_SPECIES" "ACCEPTED_AUTHOR" "n_sci" "one_is_acc" "all_unresolved" "just_one_syn" "one_is_un" "non_vasc_typo" "SPECIES_NAME" "ITEX_name" "n_occ"
"Eleocharis uniglumis" "Eleocharis uniglumis" "(Link) Schult." "Accepted" "Cyperaceae" "Eleocharis uniglumis" "(Link) Schult." 1 TRUE FALSE FALSE FALSE FALSE "Eleocharis uniglumis" "Eleocharis uniglumis" 55901
"Elsholtzia densa" "Elsholtzia densa" "Benth." "Accepted" "Lamiaceae" "Elsholtzia densa" "Benth." 1 TRUE FALSE FALSE FALSE FALSE "Elsholtzia densa" "Elsholtzia densa" 1181
"Elymus nutans" "Elymus nutans" "Griseb." "Accepted" "Poaceae" "Elymus nutans" "Griseb." 1 TRUE FALSE FALSE FALSE FALSE "Elymus nutans" "Elymus nutans" 1812
"Elymus trachycaulus" "Elymus trachycaulus" "(Link) Gould ex Shinners" "Accepted" "Poaceae" "Elymus trachycaulus" "(Link) Gould ex Shinners" 1 TRUE FALSE FALSE FALSE FALSE "Elymus trachycaulus" "Elymus trachycaulus" 3743
"Empetrum nigrum" "Empetrum nigrum" "L." "Accepted" "Ericaceae" "Empetrum nigrum" "L." 1 TRUE FALSE FALSE FALSE FALSE "Empetrum nigrum" "Empetrum nigrum" 362626
"Empetrum nigrum subsp. hermaphroditum" "Empetrum hermaphroditum" "Hagerup" "Synonym" "Ericaceae" "Empetrum nigrum subsp. hermaphroditum" "(Hagerup) Böcher" 1 FALSE FALSE TRUE FALSE FALSE "Empetrum nigrum subsp. hermaphroditum" "Empetrum nigrum subsp. hermaphroditum" 50807
"Empetrum nigrum subsp. hermaphroditum" "Empetrum nigrum subsp. hermaphroditum" "(Hagerup) Böcher" "Accepted" "Ericaceae" "Empetrum nigrum subsp. hermaphroditum" "(Hagerup) Böcher" 1 TRUE FALSE FALSE FALSE FALSE "Empetrum nigrum subsp. hermaphroditum" "Empetrum nigrum subsp. hermaphroditum" 50807
"Empodisma minus" "Empodisma minus" "(Hook.f.) L.A.S.Johnson & D.F.Cutler" "Accepted" "Restionaceae" "Empodisma minus" "(Hook.f.) L.A.S.Johnson & D.F.Cutler" 1 TRUE FALSE FALSE FALSE FALSE "Empodisma minus" "Empodisma minus" 16569
"Epacris glacialis" "Epacris glacialis" "(F.Muell.) M.Gray" "Accepted" "Ericaceae" "Epacris glacialis" "(F.Muell.) M.Gray" 1 TRUE FALSE FALSE FALSE FALSE "Epacris glacialis" "Epacris glacialis" 389
"Epacris gunnii" "Epacris gunnii" "Hook.f." "Accepted" "Ericaceae" "Epacris gunnii" "Hook.f." 1 TRUE FALSE FALSE FALSE FALSE "Epacris gunnii" "Epacris gunnii" 1973
"Epacris paludosa" "Epacris paludosa" "R.Br." "Accepted" "Ericaceae" "Epacris paludosa" "R.Br." 1 TRUE FALSE FALSE FALSE FALSE "Epacris paludosa" "Epacris paludosa" 3685
"Epilobium alsinifolium" "Epilobium alsinifolium" "Vill." "Accepted" "Onagraceae" "Epilobium alsinifolium" "Vill." 2 TRUE FALSE FALSE FALSE FALSE "Epilobium alsinifolium" "Epilobium alsinifolium" 19742
"Epilobium alsinifolium" "Epilobium alsinifolium" "Blytt" "Synonym" "Onagraceae" "Epilobium hornemannii" "Rchb." 2 TRUE FALSE FALSE FALSE FALSE "Epilobium alsinifolium" "Epilobium alsinifolium" 19742
"Epilobium anagallidifolium" "Epilobium anagallidifolium" "Lam." "Accepted" "Onagraceae" "Epilobium anagallidifolium" "Lam." 1 TRUE FALSE FALSE FALSE FALSE "Epilobium anagallidifolium" "Epilobium anagallidifolium" 18838
"Epilobium angustifolium L." "Chamaenerion angustifolium" "(L.) Scop." "Synonym" "Onagraceae" "Epilobium angustifolium" "L." 2 FALSE FALSE FALSE FALSE FALSE "Epilobium angustifolium" "Epilobium angustifolium" 139908
"Epilobium angustifolium L." "Chamaenerion angustifolium" "(L.) Schur" "Synonym" "Onagraceae" "Epilobium angustifolium" "L." 2 FALSE FALSE FALSE FALSE FALSE "Epilobium angustifolium" "Epilobium angustifolium" 139908
"Epilobium angustifolium L." "Epilobium angustifolium" "L." "Accepted" "Onagraceae" "Epilobium angustifolium" "L." 1 TRUE FALSE FALSE FALSE FALSE "Epilobium angustifolium" "Epilobium angustifolium" 139908
"Epilobium davuricum" "Epilobium davuricum" "Fisch. ex Hornem." "Accepted" "Onagraceae" "Epilobium davuricum" "Fisch. ex Hornem." 1 TRUE FALSE FALSE FALSE FALSE "Epilobium davuricum" "Epilobium davuricum" 4467
"Epilobium hornemannii" "Epilobium hornemannii" "Rchb." "Accepted" "Onagraceae" "Epilobium hornemannii" "Rchb." 2 TRUE FALSE FALSE FALSE FALSE "Epilobium hornemannii" "Epilobium hornemannii" 15607
"Epilobium hornemannii" "Epilobium hornemannii" "Schur" "Synonym" "Onagraceae" "Epilobium nutans" "F.W.Schmidt" 2 TRUE FALSE FALSE FALSE FALSE "Epilobium hornemannii" "Epilobium hornemannii" 15607
"Epilobium latifolium L." "Epilobium latifolium" "L." "Accepted" "Onagraceae" "Epilobium latifolium" "L." 3 TRUE FALSE FALSE FALSE FALSE "Epilobium latifolium" "Epilobium latifolium" 0
"Epilobium latifolium L." "Epilobium latifolium" "Matt." "Synonym" "Onagraceae" "Epilobium angustifolium" "L." 3 TRUE FALSE FALSE FALSE FALSE "Epilobium latifolium" "Epilobium latifolium" 0
"Epilobium latifolium L." "Epilobium latifolium" "F.W.Schmidt" "Synonym" "Onagraceae" "Epilobium angustifolium" "L." 3 TRUE FALSE FALSE FALSE FALSE "Epilobium latifolium" "Epilobium latifolium" 0
"Epilobium palustre" "Epilobium palustre" "L." "Accepted" "Onagraceae" "Epilobium palustre" "L." 3 TRUE FALSE FALSE FALSE FALSE "Epilobium palustre" "Epilobium palustre" 226082
"Epilobium palustre" "Epilobium palustre" "Willd." "Synonym" "Onagraceae" "Epilobium parviflorum" "Schreb." 3 TRUE FALSE FALSE FALSE FALSE "Epilobium palustre" "Epilobium palustre" 226082
"Epilobium palustre" "Epilobium palustre" "Ucria" "Synonym" "Onagraceae" "Epilobium tetragonum" "L." 3 TRUE FALSE FALSE FALSE FALSE "Epilobium palustre" "Epilobium palustre" 226082
"Equisetum arvense" "Equisetum arvense" "L." "Accepted" "Equisetaceae" "Equisetum arvense" "L." 1 TRUE FALSE FALSE FALSE FALSE "Equisetum arvense" "Equisetum arvense" 686000
"Equisetum fluviatile" "Equisetum fluviatile" "L." "Accepted" "Equisetaceae" "Equisetum fluviatile" "L." 1 TRUE FALSE FALSE FALSE FALSE "Equisetum fluviatile" "Equisetum fluviatile" 373699
"Equisetum hyemale" "Equisetum hyemale" "L." "Accepted" "Equisetaceae" "Equisetum hyemale" "L." 1 TRUE FALSE FALSE FALSE FALSE "Equisetum hyemale" "Equisetum hyemale" 74527
"Equisetum palustre" "Equisetum palustre" "L." "Accepted" "Equisetaceae" "Equisetum palustre" "L." 1 TRUE FALSE FALSE FALSE FALSE "Equisetum palustre" "Equisetum palustre" 361489
"Equisetum pratense" "Equisetum pratense" "Ehrh." "Accepted" "Equisetaceae" "Equisetum pratense" "Ehrh." 1 TRUE FALSE FALSE FALSE FALSE "Equisetum pratense" "Equisetum pratense" 68238
"Equisetum scirpoides" "Equisetum scirpoides" "Michx." "Accepted" "Equisetaceae" "Equisetum scirpoides" "Michx." 1 TRUE FALSE FALSE FALSE FALSE "Equisetum scirpoides" "Equisetum scirpoides" 13323
"Equisetum sylvaticum" "Equisetum sylvaticum" "L." "Accepted" "Equisetaceae" "Equisetum sylvaticum" "L." 1 TRUE FALSE FALSE FALSE FALSE "Equisetum sylvaticum" "Equisetum sylvaticum" 233508
"Equisetum variegatum" "Equisetum variegatum" "Schleich. ex F. Weber & D. Mohr" "Accepted" "Equisetaceae" "Equisetum variegatum" "Schleich. ex F. Weber & D. Mohr" 1 TRUE FALSE FALSE FALSE FALSE "Equisetum variegatum" "Equisetum variegatum" 42811
"Eremogone capillaris" "Arenaria lychnidea" "Willd. ex Ledeb." "Synonym" "Caryophyllaceae" "Eremogone capillaris" "(Poir.) Fenzl" 2 FALSE FALSE FALSE FALSE FALSE "Eremogone capillaris" "Eremogone capillaris" 2471
"Eremogone capillaris" "Arenaria lychnidea" "M.Bieb." "Synonym" "Caryophyllaceae" "Eremogone lychnidea" "(M.Bieb.) Rupr." 2 FALSE FALSE FALSE FALSE FALSE "Eremogone capillaris" "Eremogone capillaris" 2471
"Eremogone fendleri" "Arenaria fendleri" "A.Gray" "Synonym" "Caryophyllaceae" "Eremogone fendleri" "(A.Gray) Ikonn." 1 FALSE FALSE TRUE FALSE FALSE "Eremogone fendleri" "Eremogone fendleri" 1845
"Eremogone fendleri" "Eremogone fendleri" "(A.Gray) Ikonn." "Accepted" "Caryophyllaceae" "Eremogone fendleri" "(A.Gray) Ikonn." 1 TRUE FALSE FALSE FALSE FALSE "Eremogone fendleri" "Eremogone fendleri" 1845
"Erigeron borealis" "Erigeron borealis" "(Vierh.) Simmons" "Accepted" "Compositae" "Erigeron borealis" "(Vierh.) Simmons" 1 TRUE FALSE FALSE FALSE FALSE "Erigeron borealis" "Erigeron borealis" 9285
"Erigeron caucasicus" "Erigeron caucasicus" "Steven" "Accepted" "Compositae" "Erigeron caucasicus" "Steven" 1 TRUE FALSE FALSE FALSE FALSE "Erigeron caucasicus" "Erigeron caucasicus" 533
"Erigeron eriocephalus" "Erigeron eriocephalus" "J.Vahl" "Accepted" "Compositae" "Erigeron eriocephalus" "J.Vahl" 2 TRUE FALSE FALSE FALSE FALSE "Erigeron eriocephalus" "Erigeron eriocephalus" 1447
"Erigeron eriocephalus" "Erigeron eriocephalus" "Regel & Schmalh." "Synonym" "Compositae" "Erigeron schmalhausenii" "Popov" 2 TRUE FALSE FALSE FALSE FALSE "Erigeron eriocephalus" "Erigeron eriocephalus" 1447
"Erigeron grandiflorus" "Erigeron grandiflorus" "Hook." "Accepted" "Compositae" "Erigeron grandiflorus" "Hook." 5 TRUE FALSE FALSE TRUE FALSE "Erigeron grandiflorus" "Erigeron grandiflorus" 929
"Erigeron grandiflorus" "Erigeron grandiflorus" "Sessé & Moc." "Unresolved" "Compositae" "Erigeron grandiflorus" "Sessé & Moc." 5 TRUE FALSE FALSE TRUE FALSE "Erigeron grandiflorus" "Erigeron grandiflorus" 929
"Erigeron grandiflorus" "Erigeron grandiflorus" "Nutt." "Synonym" "Compositae" "Erigeron speciosus" "(Lindl.) DC." 5 TRUE FALSE FALSE TRUE FALSE "Erigeron grandiflorus" "Erigeron grandiflorus" 929
"Erigeron grandiflorus" "Erigeron grandiflorus" "Willd. ex Spreng." "Synonym" "Compositae" "Erigeron pulchellus" "Michx." 5 TRUE FALSE FALSE TRUE FALSE "Erigeron grandiflorus" "Erigeron grandiflorus" 929
"Erigeron grandiflorus" "Erigeron grandiflorus" "Hoppe ex DC." "Synonym" "Compositae" "Erigeron pulchellus" "Michx." 5 TRUE FALSE FALSE TRUE FALSE "Erigeron grandiflorus" "Erigeron grandiflorus" 929
"Erigeron grandiflorus" "Erigeron simplex" "Greene" "Synonym" "Compositae" "Erigeron grandiflorus" "Hook." 1 FALSE FALSE TRUE FALSE FALSE "Erigeron grandiflorus" "Erigeron grandiflorus" 929
"Erigeron humilis" "Erigeron humilis" "Graham" "Accepted" "Compositae" "Erigeron humilis" "Graham" 2 TRUE FALSE FALSE FALSE FALSE "Erigeron humilis" "Erigeron humilis" 3288
"Erigeron humilis" "Erigeron humilis" "Spreng. ex DC." "Synonym" "Compositae" "Erigeron monticolus" "DC." 2 TRUE FALSE FALSE FALSE FALSE "Erigeron humilis" "Erigeron humilis" 3288
"Erigeron komarovii" "Erigeron komarovii" "Botsch." "Accepted" "Compositae" "Erigeron komarovii" "Botsch." 1 TRUE FALSE FALSE FALSE FALSE "Erigeron komarovii" "Erigeron komarovii" 149
"Erigeron melanocephalus" "Erigeron melanocephalus" "(A.Nelson) A.Nelson" "Accepted" "Compositae" "Erigeron melanocephalus" "(A.Nelson) A.Nelson" 1 TRUE FALSE FALSE FALSE FALSE "Erigeron melanocephalus" "Erigeron melanocephalus" 353
"Pappochroma nitidum" "Erigeron nitidus" "S.J.Forbes" "Accepted" "Compositae" "Erigeron nitidus" "S.J.Forbes" 1 TRUE FALSE FALSE FALSE FALSE "Erigeron nitidus" "Erigeron nitidus" 0
"Erigeron peregrinus" "Erigeron peregrinus" "(Banks ex Pursh) Greene" "Accepted" "Compositae" "Erigeron peregrinus" "(Banks ex Pursh) Greene" 1 TRUE FALSE FALSE FALSE FALSE "Erigeron peregrinus" "Erigeron peregrinus" 1462
"Erigeron pinnatisectus" "Erigeron pinnatisectus" "(A.Gray) A.Nelson" "Accepted" "Compositae" "Erigeron pinnatisectus" "(A.Gray) A.Nelson" 1 TRUE FALSE FALSE FALSE FALSE "Erigeron pinnatisectus" "Erigeron pinnatisectus" 594
"Erigeron uniflorus" "Erigeron uniflorus" "L." "Accepted" "Compositae" "Erigeron uniflorus" "L." 2 TRUE FALSE FALSE FALSE FALSE "Erigeron uniflorus" "Erigeron uniflorus" 20106
"Erigeron uniflorus" "Erigeron uniflorus" "Sm." "Synonym" "Compositae" "Erigeron pulchellus" "Michx." 2 TRUE FALSE FALSE FALSE FALSE "Erigeron uniflorus" "Erigeron uniflorus" 20106
"Eriophorum angustifolium" "Eriophorum angustifolium" "Honck." "Accepted" "Cyperaceae" "Eriophorum angustifolium" "Honck." 1 TRUE FALSE FALSE FALSE FALSE "Eriophorum angustifolium" "Eriophorum angustifolium" 371349
"Eriophorum angustifolium subsp. triste" "Eriophorum triste" "(T.C.E.Fr.) Hadac & Á.Löve" "Synonym" "Cyperaceae" "Eriophorum angustifolium subsp. triste" "(T.C.E.Fr.) Hultén" 1 FALSE FALSE TRUE FALSE FALSE "Eriophorum angustifolium subsp. triste" "Eriophorum angustifolium subsp. triste" 84
"Eriophorum angustifolium subsp. triste" "Eriophorum angustifolium subsp. triste" "(T.C.E.Fr.) Hultén" "Accepted" "Cyperaceae" "Eriophorum angustifolium subsp. triste" "(T.C.E.Fr.) Hultén" 1 TRUE FALSE FALSE FALSE FALSE "Eriophorum angustifolium subsp. triste" "Eriophorum angustifolium subsp. triste" 84
"Eriophorum callitrix" "Eriophorum callitrix" "Cham. ex C.A.Mey." "Accepted" "Cyperaceae" "Eriophorum callitrix" "Cham. ex C.A.Mey." 1 TRUE FALSE FALSE FALSE FALSE "Eriophorum callitrix" "Eriophorum callitrix" 572
"Eriophorum chamissonis" "Eriophorum russeolum" "Fr. ex Hartm." "Synonym" "Cyperaceae" "Eriophorum chamissonis" "C.A.Mey." 1 FALSE FALSE TRUE FALSE FALSE "Eriophorum chamissonis" "Eriophorum chamissonis" 2923
"Eriophorum scheuchzeri" "Eriophorum scheuchzeri" "Hoppe" "Accepted" "Cyperaceae" "Eriophorum scheuchzeri" "Hoppe" 1 TRUE FALSE FALSE FALSE FALSE "Eriophorum scheuchzeri" "Eriophorum scheuchzeri" 26326
"Eriophorum vaginatum" "Eriophorum vaginatum" "L." "Accepted" "Cyperaceae" "Eriophorum vaginatum" "L." 1 TRUE FALSE FALSE FALSE FALSE "Eriophorum vaginatum" "Eriophorum vaginatum" 261330
"Eritrichium aretioides" "Eritrichium aretioides" "(Cham.) A.DC." "Accepted" "Boraginaceae" "Eritrichium aretioides" "(Cham.) A.DC." 1 TRUE FALSE FALSE FALSE FALSE "Eritrichium aretioides" "Eritrichium aretioides" 609
"Eritrichium nanum" "Eritrichium nanum" "(L.) Schrad. ex Gaudin" "Accepted" "Boraginaceae" "Eritrichium nanum" "(L.) Schrad. ex Gaudin" 1 TRUE FALSE FALSE FALSE FALSE "Eritrichium nanum" "Eritrichium nanum" 7152
"Erysimum capitatum" "Erysimum capitatum" "(Douglas) Greene" "Accepted" "Brassicaceae" "Erysimum capitatum" "(Douglas) Greene" 1 TRUE FALSE FALSE FALSE FALSE "Erysimum capitatum" "Erysimum capitatum" 13996
"Euphrasia arctica" "Euphrasia arctica" "Lange ex Rostrup" "Accepted" "Orobanchaceae" "Euphrasia arctica" "Lange ex Rostrup" 1 TRUE FALSE FALSE FALSE FALSE "Euphrasia arctica" "Euphrasia arctica" 5948
"Euphrasia frigida" "Euphrasia frigida" "Pugsley" "Accepted" "Orobanchaceae" "Euphrasia frigida" "Pugsley" 1 TRUE FALSE FALSE FALSE FALSE "Euphrasia frigida" "Euphrasia frigida" 6282
"Euphrasia officinalis" "Euphrasia officinalis" "L." "Unresolved" "Orobanchaceae" "Euphrasia officinalis" "L." 1 FALSE TRUE FALSE TRUE FALSE "Euphrasia officinalis" "Euphrasia officinalis" 66140
"Euphrasia ossica" "Euphrasia ossica" "Juz. ex Ganesch." "Unresolved" "Orobanchaceae" "Euphrasia ossica" "Juz. ex Ganesch." 2 FALSE TRUE FALSE TRUE FALSE "Euphrasia ossica" "Euphrasia ossica" 51
"Euphrasia ossica" "Euphrasia ossica" "Juz." "Unresolved" "Orobanchaceae" "Euphrasia ossica" "Juz." 2 FALSE TRUE FALSE TRUE FALSE "Euphrasia ossica" "Euphrasia ossica" 51
"Euphrasia pectinata" "Euphrasia pectinata" "Ten." "Accepted" "Orobanchaceae" "Euphrasia pectinata" "Ten." 1 TRUE FALSE FALSE FALSE FALSE "Euphrasia pectinata" "Euphrasia pectinata" 4317
"Euphrasia picta" "Euphrasia minima" "Schloss." "Unresolved" "Orobanchaceae" "Euphrasia simonkaiana" "Degen & Lengyel" 1 FALSE TRUE FALSE TRUE FALSE "Euphrasia simonkaiana" "Euphrasia simonkaiana" 0
"Eurhynchium pulchellum" "Eurhynchium pulchellum" "(Hedw.) Jenn." "Accepted" "Brachytheciaceae" "Eurhynchium pulchellum" "(Hedw.) Jenn." 1 TRUE FALSE FALSE FALSE FALSE "Eurhynchium pulchellum" "Eurhynchium pulchellum" 2861
"Eutrema edwardsii" "Eutrema edwardsii" "R.Br." "Accepted" "Brassicaceae" "Eutrema edwardsii" "R.Br." 1 TRUE FALSE FALSE FALSE FALSE "Eutrema edwardsii" "Eutrema edwardsii" 1819
"Festuca altaica" "Festuca altaica" "Trin. ex Ledeb." "Accepted" "Poaceae" "Festuca altaica" "Trin. ex Ledeb." 1 TRUE FALSE FALSE FALSE FALSE "Festuca altaica" "Festuca altaica" 2820
"Festuca baffinensis" "Festuca baffinensis" "Polunin" "Accepted" "Poaceae" "Festuca baffinensis" "Polunin" 1 TRUE FALSE FALSE FALSE FALSE "Festuca baffinensis" "Festuca baffinensis" 1115
"Festuca brachyphylla" "Festuca brachyphylla" "Schult. & Schult.f." "Accepted" "Poaceae" "Festuca brachyphylla" "Schult. & Schult.f." 1 TRUE FALSE FALSE FALSE FALSE "Festuca brachyphylla" "Festuca brachyphylla" 4543
"Festuca brunnescens" "Festuca brunnescens" "(Tzvelev) Galushko" "Accepted" "Poaceae" "Festuca brunnescens" "(Tzvelev) Galushko" 1 TRUE FALSE FALSE FALSE FALSE "Festuca brunnescens" "Festuca brunnescens" 68
"Festuca hyperborea" "Festuca hyperborea" "Holmen" "Accepted" "Poaceae" "Festuca hyperborea" "Holmen" 2 TRUE FALSE FALSE FALSE FALSE "Festuca hyperborea" "Festuca hyperborea" 420
"Festuca hyperborea" "Festuca hyperborea" "Holmen ex Fred." "Synonym" "Poaceae" "Festuca hyperborea" "Holmen" 2 TRUE FALSE FALSE FALSE FALSE "Festuca hyperborea" "Festuca hyperborea" 420
"Festuca ovina" "Festuca ovina" "L." "Accepted" "Poaceae" "Festuca ovina" "L." 1 TRUE FALSE FALSE FALSE FALSE "Festuca ovina" "Festuca ovina" 253047
"Festuca pulchella" "Festuca pulchella" "Schrad." "Accepted" "Poaceae" "Festuca pulchella" "Schrad." 1 TRUE FALSE FALSE FALSE FALSE "Festuca pulchella" "Festuca pulchella" 3740
"Festuca quadriflora" "Festuca quadriflora" "Honck." "Accepted" "Poaceae" "Festuca quadriflora" "Honck." 2 TRUE FALSE FALSE FALSE FALSE "Festuca quadriflora" "Festuca quadriflora" 19458
"Festuca quadriflora" "Festuca quadriflora" "Walter" "Synonym" "Poaceae" "Vulpia elliotea" "(Raf.) Fernald" 2 TRUE FALSE FALSE FALSE FALSE "Festuca quadriflora" "Festuca quadriflora" 19458
"Festuca richardsonii" "Festuca richardsonii" "Hook." "Accepted" "Poaceae" "Festuca richardsonii" "Hook." 1 TRUE FALSE FALSE FALSE FALSE "Festuca richardsonii" "Festuca richardsonii" 4298
"Festuca rubra" "Festuca rubra" "L." "Accepted" "Poaceae" "Festuca rubra" "L." 1 TRUE FALSE FALSE FALSE FALSE "Festuca rubra" "Festuca rubra" 1047878
"Festuca varia" "Festuca varia" "Haenke" "Accepted" "Poaceae" "Festuca varia" "Haenke" 1 TRUE FALSE FALSE FALSE FALSE "Festuca varia" "Festuca varia" 1051
"Festuca vivipara" "Festuca vivipara" "(L.) Sm." "Accepted" "Poaceae" "Festuca vivipara" "(L.) Sm." 1 TRUE FALSE FALSE FALSE FALSE "Festuca vivipara" "Festuca vivipara" 33723
"Filipendula ulmaria" "Filipendula ulmaria" "(L.) Maxim." "Accepted" "Rosaceae" "Filipendula ulmaria" "(L.) Maxim." 2 TRUE FALSE FALSE TRUE FALSE "Filipendula ulmaria" "Filipendula ulmaria" 1023565
"Filipendula ulmaria" "Filipendula ulmaria" "Sch”nb.-Tem." "Unresolved" "Rosaceae" "Filipendula ulmaria" "Sch”nb.-Tem." 2 TRUE FALSE FALSE TRUE FALSE "Filipendula ulmaria" "Filipendula ulmaria" 1023565
"Fritillaria collina" "Fritillaria collina" "Adam" "Accepted" "Liliaceae" "Fritillaria collina" "Adam" 1 TRUE FALSE FALSE FALSE FALSE "Fritillaria collina" "Fritillaria collina" 236
"Frullania jackii" "Frullania jackii" "Gottsche" "Accepted" "Jubulaceae" "Frullania jackii" "Gottsche" 1 TRUE FALSE FALSE FALSE FALSE "Frullania jackii" "Frullania jackii" 378
"Funaria arctica" "Funaria arctica" "(Berggr.) Kindb." "Accepted" "Funariaceae" "Funaria arctica" "(Berggr.) Kindb." 1 TRUE FALSE FALSE FALSE FALSE "Funaria arctica" "Funaria arctica" 191
"Gagea bohemica" "Gagea fistulosa" "(Ramond ex DC.) Ker Gawl." "Synonym" "Liliaceae" "Gagea bohemica" "(Zauschn.) Schult. & Schult.f." 1 FALSE FALSE TRUE FALSE FALSE "Gagea bohemica" "Gagea bohemica" 9047
"Gagea serotina" "Gagea serotina" "(L.) Ker Gawl." "Accepted" "Liliaceae" "Gagea serotina" "(L.) Ker Gawl." 1 TRUE FALSE FALSE FALSE FALSE "Gagea serotina" "Gagea serotina" 8230
"Gagea serotina" "Lloydia serotina" "(L.) Rchb." "Synonym" "Liliaceae" "Gagea serotina" "(L.) Ker Gawl." 1 FALSE FALSE TRUE FALSE FALSE "Gagea serotina" "Gagea serotina" 8230
"Galium boreale" "Galium boreale" "L." "Accepted" "Rubiaceae" "Galium boreale" "L." 2 TRUE FALSE FALSE FALSE FALSE "Galium boreale" "Galium boreale" 160230
"Galium boreale" "Galium boreale" "Walter" "Misapplied" "Rubiaceae" "Galium circaezans" "Michx." 2 TRUE FALSE FALSE FALSE FALSE "Galium boreale" "Galium boreale" 160230
"Galium normanii" "Galium normanii" "Dahl" "Accepted" "Rubiaceae" "Galium normanii" "Dahl" 1 TRUE FALSE FALSE FALSE FALSE "Galium normanii" "Galium normanii" 3599
"Galium verum" "Galium verum" "L." "Accepted" "Rubiaceae" "Galium verum" "L." 1 TRUE FALSE FALSE FALSE FALSE "Galium verum" "Galium verum" 604648
"Gastrolychnis angustiflora" "Gastrolychnis angustiflora" "Rupr." "Unresolved" "Caryophyllaceae" "Gastrolychnis angustiflora" "Rupr." 1 FALSE TRUE FALSE TRUE FALSE "Gastrolychnis angustiflora" "Gastrolychnis angustiflora" 64
"Gentiana algida" "Gentiana algida" "Pall." "Accepted" "Gentianaceae" "Gentiana algida" "Pall." 2 TRUE FALSE FALSE FALSE FALSE "Gentiana algida" "Gentiana algida" 3192
"Gentiana algida" "Gentiana algida" "Steven" "Synonym" "Gentianaceae" "Gentiana gelida" "M.Bieb." 2 TRUE FALSE FALSE FALSE FALSE "Gentiana algida" "Gentiana algida" 3192
"Gentiana aquatica" "Gentiana aquatica" "L." "Accepted" "Gentianaceae" "Gentiana aquatica" "L." 5 TRUE FALSE FALSE FALSE FALSE "Gentiana aquatica" "Gentiana aquatica" 551
"Gentiana aquatica" "Gentiana aquatica" "Lour." "Synonym" "Gentianaceae" "Gentiana loureiroi" "(G.Don) Griseb." 5 TRUE FALSE FALSE FALSE FALSE "Gentiana aquatica" "Gentiana aquatica" 551
"Gentiana aquatica" "Gentiana aquatica" "Rchb." "Synonym" "Gentianaceae" "Gentiana nivalis" "L." 5 TRUE FALSE FALSE FALSE FALSE "Gentiana aquatica" "Gentiana aquatica" 551
"Gentiana aquatica" "Gentiana aquatica" "Froel." "Synonym" "Gentianaceae" "Gentiana riparia" "Kar. & Kir." 5 TRUE FALSE FALSE FALSE FALSE "Gentiana aquatica" "Gentiana aquatica" 551
"Gentiana aquatica" "Gentiana aquatica" "Thunb." "Synonym" "Gentianaceae" "Gentiana thunbergii" "(G.Don) Griseb." 5 TRUE FALSE FALSE FALSE FALSE "Gentiana aquatica" "Gentiana aquatica" 551
"Gentiana aristata" "Gentiana aristata" "Maxim." "Accepted" "Gentianaceae" "Gentiana aristata" "Maxim." 1 TRUE FALSE FALSE FALSE FALSE "Gentiana aristata" "Gentiana aristata" 341
"Gentiana bavarica" "Gentiana bavarica" "L." "Accepted" "Gentianaceae" "Gentiana bavarica" "L." 2 TRUE FALSE FALSE FALSE FALSE "Gentiana bavarica" "Gentiana bavarica" 13882
"Gentiana bavarica" "Gentiana bavarica" "Pall." "Synonym" "Gentianaceae" "Gentiana verna subsp. pontica" "(Soltok.) Hayek" 2 TRUE FALSE FALSE FALSE FALSE "Gentiana bavarica" "Gentiana bavarica" 13882
"Gentiana brachyphylla" "Gentiana brachyphylla" "Vill." "Accepted" "Gentianaceae" "Gentiana brachyphylla" "Vill." 1 TRUE FALSE FALSE FALSE FALSE "Gentiana brachyphylla" "Gentiana brachyphylla" 8218
